phrase,spam_count,ham_count,spam_ratio,weight,category
free benetton,3,0,1.0,0.3,general
free benetton wrist,3,0,1.0,0.3,general
free camera phone,3,0,1.0,0.3,general
free details,3,0,1.0,0.3,general
free gift,3,0,1.0,0.3,general
free just,3,0,1.0,0.3,general
free message,3,0,1.0,0.3,general
free mobile update,3,0,1.0,0.3,general
free mobileupd8 08000839402,3,0,1.0,0.3,general
free phone,3,0,1.0,0.3,general
free reply,3,0,1.0,0.3,general
free scheme,3,0,1.0,0.3,general
freefone,3,0,1.0,0.3,general
freemsg hey,3,0,1.0,0.3,general
freephone 0800,3,0,1.0,0.3,general
freephone 0800 542,3,0,1.0,0.3,general
friend won,3,0,1.0,0.3,general
friend won 000,3,0,1.0,0.3,general
funds,3,0,1.0,0.3,general
funds loan,3,0,1.0,0.3,general
funds loan property,3,0,1.0,0.3,general
games dload,3,0,1.0,0.3,general
gaming,3,0,1.0,0.3,general
gbp,3,0,1.0,0.3,general
getzed uk pobox,3,0,1.0,0.3,general
ghante mein offer,3,0,1.0,0.3,general
gift guaranteed,3,0,1.0,0.3,general
gift voucher entered,3,0,1.0,0.3,general
good friend,3,0,1.0,0.3,general
good friend won,3,0,1.0,0.3,general
goto www comuk,3,0,1.0,0.3,general
govt lab,3,0,1.0,0.3,general
govt lab tested,3,0,1.0,0.3,general
gr,3,0,1.0,0.3,general
gr noida,3,0,1.0,0.3,general
grand prix,3,0,1.0,0.3,general
greens 4bhk,3,0,1.0,0.3,general
greens 4bhk apts,3,0,1.0,0.3,general
growing,3,0,1.0,0.3,general
guaranteed returns,3,0,1.0,0.3,general
half price orange,3,0,1.0,0.3,general
help 08702840625,3,0,1.0,0.3,general
help 08702840625 comuk,3,0,1.0,0.3,general
herbal odorless,3,0,1.0,0.3,general
herbal odorless dial,3,0,1.0,0.3,general
high street,3,0,1.0,0.3,general
hiring,3,0,1.0,0.3,general
hl,3,0,1.0,0.3,general
ho aapko,3,0,1.0,0.3,general
ho aapko diya,3,0,1.0,0.3,general
holiday 5000 await,3,0,1.0,0.3,general
holiday await,3,0,1.0,0.3,general
holiday await collection,3,0,1.0,0.3,general
holiday flights,3,0,1.0,0.3,general
holiday flights speak,3,0,1.0,0.3,general
holiday village,3,0,1.0,0.3,general
holiday village xpandabl,3,0,1.0,0.3,general
home noida extention,3,0,1.0,0.3,general
honey products,3,0,1.0,0.3,general
hot live,3,0,1.0,0.3,general
hot live fantasies,3,0,1.0,0.3,general
hotels,3,0,1.0,0.3,general
hotmail com,3,0,1.0,0.3,general
hr acc,3,0,1.0,0.3,general
hrs video clip,3,0,1.0,0.3,technical
ibiza,3,0,1.0,0.3,general
ibiza holiday,3,0,1.0,0.3,general
ibiza holiday 10,3,0,1.0,0.3,general
icf 5499,3,0,1.0,0.3,general
icici home,3,0,1.0,0.3,general
icici home loans,3,0,1.0,0.3,general
important customer,3,0,1.0,0.3,general
important customer service,3,0,1.0,0.3,general
important information orange,3,0,1.0,0.3,general
inaugural discount,3,0,1.0,0.3,general
inclusive text,3,0,1.0,0.3,general
inclusive text credits,3,0,1.0,0.3,financial
inclusve 2bhk14,3,0,1.0,0.3,general
inclusve 2bhk14 5lacs,3,0,1.0,0.3,general
inclusve 8min,3,0,1.0,0.3,general
inclusve 8min 4m,3,0,1.0,0.3,general
incredible,3,0,1.0,0.3,general
information orange,3,0,1.0,0.3,general
information orange user,3,0,1.0,0.3,general
installment,3,0,1.0,0.3,general
internet surfing,3,0,1.0,0.3,general
intl,3,0,1.0,0.3,general
investors,3,0,1.0,0.3,general
invited xchat final,3,0,1.0,0.3,general
iso,3,0,1.0,0.3,general
ist,3,0,1.0,0.3,general
ja raha,3,0,1.0,0.3,general
ja raha hai,3,0,1.0,0.3,general
jan 10,3,0,1.0,0.3,general
janiye,3,0,1.0,0.3,general
java games,3,0,1.0,0.3,general
java games dload,3,0,1.0,0.3,general
jobs fields,3,0,1.0,0.3,general
jobs fields sales,3,0,1.0,0.3,general
jobsansaar,3,0,1.0,0.3,general
jobsansaar com,3,0,1.0,0.3,general
john players,3,0,1.0,0.3,general
join uk largest,3,0,1.0,0.3,general
just 25p,3,0,1.0,0.3,general
just 60p,3,0,1.0,0.3,general
just 60p min,3,0,1.0,0.3,general
just arrived arcade,3,0,1.0,0.3,general
just rs 13,3,0,1.0,0.3,general
just send word,3,0,1.0,0.3,general
ka free,3,0,1.0,0.3,general
ka free subscription,3,0,1.0,0.3,technical
kare 9310,3,0,1.0,0.3,general
kareena,3,0,1.0,0.3,general
karein 567,3,0,1.0,0.3,general
karein 58888,3,0,1.0,0.3,general
karein 58888 pe,3,0,1.0,0.3,general
karolbagh ph,3,0,1.0,0.3,general
karte hi,3,0,1.0,0.3,general
ke liye sirf,3,0,1.0,0.3,general
keejiye,3,0,1.0,0.3,general
key nokia,3,0,1.0,0.3,general
kijiye,3,0,1.0,0.3,general
know asked,3,0,1.0,0.3,urgency
know asked dating,3,0,1.0,0.3,urgency
know sms,3,0,1.0,0.3,urgency
krishna complex,3,0,1.0,0.3,general
krishna complex jwala,3,0,1.0,0.3,general
lab tested,3,0,1.0,0.3,general
lab tested rs,3,0,1.0,0.3,general
lac al spot,3,0,1.0,0.3,general
lac onwrds adjoining,3,0,1.0,0.3,general
lac onwrds sms,3,0,1.0,0.3,general
lacs al,3,0,1.0,0.3,general
landline 5000,3,0,1.0,0.3,general
landline 5000 cash,3,0,1.0,0.3,general
landmark,3,0,1.0,0.3,general
latest camera phones,3,0,1.0,0.3,general
lcd,3,0,1.0,0.3,general
ldew com,3,0,1.0,0.3,general
ldew com1win150ppmx3age16,3,0,1.0,0.3,general
leading,3,0,1.0,0.3,general
lg,3,0,1.0,0.3,general
lifestyle,3,0,1.0,0.3,general
limited golf,3,0,1.0,0.3,general
limited golf plots,3,0,1.0,0.3,general
limited seats available,3,0,1.0,0.3,general
live fantasies,3,0,1.0,0.3,general
live long,3,0,1.0,0.3,general
live long pressing,3,0,1.0,0.3,general
live mms,3,0,1.0,0.3,general
live pay,3,0,1.0,0.3,general
live pay download,3,0,1.0,0.3,general
liverpool arsenal,3,0,1.0,0.3,general
living supertch,3,0,1.0,0.3,general
living supertch holiday,3,0,1.0,0.3,general
liye kare 9310,3,0,1.0,0.3,general
liye manya balance,3,0,1.0,0.3,general
liye sirf,3,0,1.0,0.3,general
lkhs,3,0,1.0,0.3,general
lkhs 40,3,0,1.0,0.3,general
lkhs 40 crs,3,0,1.0,0.3,general
loan property,3,0,1.0,0.3,general
loan property 11,3,0,1.0,0.3,general
local aur national,3,0,1.0,0.3,general
local calls,3,0,1.0,0.3,general
local std 50p,3,0,1.0,0.3,general
login 3qxj9,3,0,1.0,0.3,general
login 3qxj9 unsubscribe,3,0,1.0,0.3,general
logon www,3,0,1.0,0.3,general
long pressing,3,0,1.0,0.3,general
long pressing key,3,0,1.0,0.3,general
looking time,3,0,1.0,0.3,general
looking time income,3,0,1.0,0.3,general
loyal,3,0,1.0,0.3,general
loyalty offer,3,0,1.0,0.3,general
loyalty offer new,3,0,1.0,0.3,general
luxury redefined,3,0,1.0,0.3,general
m26,3,0,1.0,0.3,general
m26 3uz,3,0,1.0,0.3,general
m8s,3,0,1.0,0.3,general
m8s txt,3,0,1.0,0.3,general
m8s txt tone,3,0,1.0,0.3,general
mahindra,3,0,1.0,0.3,general
manipal,3,0,1.0,0.3,technical
manufacturing,3,0,1.0,0.3,general
manya balance ke,3,0,1.0,0.3,general
market fluctuations,3,0,1.0,0.3,general
master program,3,0,1.0,0.3,general
mates play,3,0,1.0,0.3,general
mates play java,3,0,1.0,0.3,general
mates www,3,0,1.0,0.3,general
mates www getzed,3,0,1.0,0.3,general
max 50,3,0,1.0,0.3,general
max disc,3,0,1.0,0.3,general
max10mins,3,0,1.0,0.3,general
mein dial,3,0,1.0,0.3,general
mein offer,3,0,1.0,0.3,general
member offers mobile,3,0,1.0,0.3,general
members free benetton,3,0,1.0,0.3,general
members just,3,0,1.0,0.3,general
members just pay,3,0,1.0,0.3,general
meru cabs,3,0,1.0,0.3,general
merucabs,3,0,1.0,0.3,general
merucabs com,3,0,1.0,0.3,general
merucabs com meru,3,0,1.0,0.3,general
messaging,3,0,1.0,0.3,general
metro stn,3,0,1.0,0.3,general
minmobsmorelkpobox177hp51fl,3,0,1.0,0.3,general
mins 150 text,3,0,1.0,0.3,general
mitti,3,0,1.0,0.3,general
mkt paschim viha,3,0,1.0,0.3,general
mnc,3,0,1.0,0.3,general
mnths starting,3,0,1.0,0.3,general
mnths starting bsp,3,0,1.0,0.3,general
mob tell,3,0,1.0,0.3,general
mob tell ur,3,0,1.0,0.3,general
mobile 10 txtauction,3,0,1.0,0.3,general
mobile 3g,3,0,1.0,0.3,general
mobile 3g videophones,3,0,1.0,0.3,general
mobile join,3,0,1.0,0.3,general
mobile number won,3,0,1.0,0.3,general
mobile phones,3,0,1.0,0.3,general
mobile update,3,0,1.0,0.3,general
mobile week,3,0,1.0,0.3,general
mobiles 2004,3,0,1.0,0.3,general
mobiles 2004 txt,3,0,1.0,0.3,general
monthly rentals,3,0,1.0,0.3,general
moon children,3,0,1.0,0.3,general
moon children need,3,0,1.0,0.3,general
mp3 player 500,3,0,1.0,0.3,general
mrp2600,3,0,1.0,0.3,general
mrp2600 pay,3,0,1.0,0.3,general
mrp2600 pay rs499,3,0,1.0,0.3,general
msg 150p,3,0,1.0,0.3,general
msg rcvd,3,0,1.0,0.3,general
msgrcvdhg,3,0,1.0,0.3,general
msgrcvdhg suite342,3,0,1.0,0.3,general
msgrcvdhg suite342 2lands,3,0,1.0,0.3,general
mtd edition jp,3,0,1.0,0.3,general
mtmsg18,3,0,1.0,0.3,general
mtmsgrcvd18,3,0,1.0,0.3,general
mubarak ho aapko,3,0,1.0,0.3,general
muft offer,3,0,1.0,0.3,general
music noline,3,0,1.0,0.3,general
music noline rentl,3,0,1.0,0.3,general
nat,3,0,1.0,0.3,general
nat rate,3,0,1.0,0.3,general
natural aloe,3,0,1.0,0.3,general
natural aloe vera,3,0,1.0,0.3,general
naya,3,0,1.0,0.3,general
nearest,3,0,1.0,0.3,general
need funds,3,0,1.0,0.3,general
need funds loan,3,0,1.0,0.3,general
need song,3,0,1.0,0.3,general
need song ur,3,0,1.0,0.3,general
net custcare,3,0,1.0,0.3,general
net login 3qxj9,3,0,1.0,0.3,general
network mins 150,3,0,1.0,0.3,general
network operator,3,0,1.0,0.3,general
networks,3,0,1.0,0.3,general
new mobile,3,0,1.0,0.3,general
new mobiles,3,0,1.0,0.3,general
new mobiles 2004,3,0,1.0,0.3,general
new moradabad,3,0,1.0,0.3,general
new offer,3,0,1.0,0.3,general
nick,3,0,1.0,0.3,general
night safari,3,0,1.0,0.3,general
noida bhk,3,0,1.0,0.3,general
noida bhk flat,3,0,1.0,0.3,general
noida extention,3,0,1.0,0.3,general
noida extention just,3,0,1.0,0.3,general
noida way fng,3,0,1.0,0.3,general
nokia 8007,3,0,1.0,0.3,general
nokia 86021 hg,3,0,1.0,0.3,general
nokia 89545,3,0,1.0,0.3,general
nokia 89545 collect,3,0,1.0,0.3,general
nokia phone 40gb,3,0,1.0,0.3,general
nokias,3,0,1.0,0.3,general
nokias poly,3,0,1.0,0.3,general
nokias poly charity,3,0,1.0,0.3,general
noline,3,0,1.0,0.3,general
noline rentl,3,0,1.0,0.3,general
norm150p,3,0,1.0,0.3,general
norm150p tone,3,0,1.0,0.3,general
north south,3,0,1.0,0.3,general
ntwk,3,0,1.0,0.3,general
number contest,3,0,1.0,0.3,general
number use,3,0,1.0,0.3,general
number use services,3,0,1.0,0.3,general
nyt ec2a,3,0,1.0,0.3,general
nyt ec2a 3lp,3,0,1.0,0.3,general
odorless,3,0,1.0,0.3,general
odorless dial,3,0,1.0,0.3,general
odorless dial ask,3,0,1.0,0.3,general
offer 15,3,0,1.0,0.3,general
offer till,3,0,1.0,0.3,general
offer valid,3,0,1.0,0.3,general
offer video,3,0,1.0,0.3,general
offers bhk,3,0,1.0,0.3,general
offers bhk sec,3,0,1.0,0.3,general
ongratulations,3,0,1.0,0.3,general
onward,3,0,1.0,0.3,general
onward priority,3,0,1.0,0.3,general
onward priority booking,3,0,1.0,0.3,general
onwrds adjoining,3,0,1.0,0.3,general
onwrds adjoining 100,3,0,1.0,0.3,general
onwrds sms,3,0,1.0,0.3,general
opportunity 100,3,0,1.0,0.3,general
opportunity 100 natural,3,0,1.0,0.3,general
optout txt,3,0,1.0,0.3,general
orange line,3,0,1.0,0.3,general
orange line rental,3,0,1.0,0.3,general
orange tariffs latest,3,0,1.0,0.3,general
orange user,3,0,1.0,0.3,general
oranges,3,0,1.0,0.3,general
order reference number,3,0,1.0,0.3,general
org,3,0,1.0,0.3,general
outgoing,3,0,1.0,0.3,general
packages,3,0,1.0,0.3,general
packers,3,0,1.0,0.3,general
packers movers,3,0,1.0,0.3,general
pan card passport,3,0,1.0,0.3,general
panasonic,3,0,1.0,0.3,general
par rs136,3,0,1.0,0.3,general
par rs136 71,3,0,1.0,0.3,general
paramount presents,3,0,1.0,0.3,general
paschim viha,3,0,1.0,0.3,general
passport assistance income,3,0,1.0,0.3,general
past 55352,3,0,1.0,0.3,general
past 55352 ex,3,0,1.0,0.3,general
pay download,3,0,1.0,0.3,general
pay download content,3,0,1.0,0.3,general
pay rs 499,3,0,1.0,0.3,general
pay rs499,3,0,1.0,0.3,general
pay rs499 handling,3,0,1.0,0.3,general
pd,3,0,1.0,0.3,general
pd 56070,3,0,1.0,0.3,general
pe talktime,3,0,1.0,0.3,general
pecial,3,0,1.0,0.3,general
peek,3,0,1.0,0.3,general
pence,3,0,1.0,0.3,general
pest 4best,3,0,1.0,0.3,general
pest 4best deals,3,0,1.0,0.3,general
pestcontrolservices,3,0,1.0,0.3,general
pestcontrolservices chemical,3,0,1.0,0.3,general
pestcontrolservices chemical herbal,3,0,1.0,0.3,general
ph 9311304872,3,0,1.0,0.3,general
ph 9311304872 9268250573,3,0,1.0,0.3,general
phase cape,3,0,1.0,0.3,general
phase cape town,3,0,1.0,0.3,general
phone 40gb,3,0,1.0,0.3,general
phone 40gb ipod,3,0,1.0,0.3,technical
phone 750,3,0,1.0,0.3,general
phone 750 anytime,3,0,1.0,0.3,general
phone access,3,0,1.0,0.3,general
phone access airtel,3,0,1.0,0.3,general
phone upgrade,3,0,1.0,0.3,general
pl update,3,0,1.0,0.3,general
play java,3,0,1.0,0.3,general
play java games,3,0,1.0,0.3,general
player 500,3,0,1.0,0.3,general
player 500 prize,3,0,1.0,0.3,general
pls goto,3,0,1.0,0.3,general
pls goto www,3,0,1.0,0.3,general
pls save,3,0,1.0,0.3,general
pls save settings,3,0,1.0,0.3,general
pm ist,3,0,1.0,0.3,general
pm max10mins,3,0,1.0,0.3,general
po box 114,3,0,1.0,0.3,general
pobox 36504 w45wq,3,0,1.0,0.3,general
pobox334,3,0,1.0,0.3,general
pobox334 stockport,3,0,1.0,0.3,general
pobox334 stockport sk38xh,3,0,1.0,0.3,general
pobox36504w45wq,3,0,1.0,0.3,general
pod,3,0,1.0,0.3,general
points claim,3,0,1.0,0.3,general
poll,3,0,1.0,0.3,general
poly charity,3,0,1.0,0.3,general
poly charity polys,3,0,1.0,0.3,general
polys zed,3,0,1.0,0.3,general
polys zed 08701417012,3,0,1.0,0.3,general
popular,3,0,1.0,0.3,general
possesion,3,0,1.0,0.3,general
possession 18,3,0,1.0,0.3,general
possession 18 mnths,3,0,1.0,0.3,general
postcode,3,0,1.0,0.3,general
pound prize,3,0,1.0,0.3,general
pound prize claim,3,0,1.0,0.3,general
pounds week,3,0,1.0,0.3,general
power saver govt,3,0,1.0,0.3,general
ppm,3,0,1.0,0.3,general
premium flat,3,0,1.0,0.3,general
presnt,3,0,1.0,0.3,general
presnts 2nd,3,0,1.0,0.3,general
presnts 2nd phase,3,0,1.0,0.3,general
pressing,3,0,1.0,0.3,general
pressing key,3,0,1.0,0.3,general
pressing key nokia,3,0,1.0,0.3,general
price orange,3,0,1.0,0.3,general
price orange line,3,0,1.0,0.3,general
prime,3,0,1.0,0.3,general
priority booking,3,0,1.0,0.3,general
priority booking sms,3,0,1.0,0.3,general
prize txt,3,0,1.0,0.3,general
prize txt word,3,0,1.0,0.3,general
product money,3,0,1.0,0.3,general
product money guarantee,3,0,1.0,0.3,general
profit charity,3,0,1.0,0.3,general
property 11,3,0,1.0,0.3,general
property 11 resi,3,0,1.0,0.3,general
psf yrs,3,0,1.0,0.3,general
psf yrs free,3,0,1.0,0.3,general
pvt,3,0,1.0,0.3,general
quiz win,3,0,1.0,0.3,general
racing track night,3,0,1.0,0.3,general
raha hai,3,0,1.0,0.3,general
rate apply,3,0,1.0,0.3,general
rate revisng soon,3,0,1.0,0.3,general
rates apply,3,0,1.0,0.3,general
rats pest,3,0,1.0,0.3,general
rats pest 4best,3,0,1.0,0.3,general
rc,3,0,1.0,0.3,general
rcv,3,0,1.0,0.3,general
real dogging,3,0,1.0,0.3,general
real dogging locations,3,0,1.0,0.3,general
realtors,3,0,1.0,0.3,general
reat,3,0,1.0,0.3,general
recd,3,0,1.0,0.3,general
receipt correct,3,0,1.0,0.3,technical
receipt correct ans,3,0,1.0,0.3,technical
receive visit,3,0,1.0,0.3,general
receive visit airtel,3,0,1.0,0.3,general
recharge karte,3,0,1.0,0.3,general
recharge karte hi,3,0,1.0,0.3,general
recharge par rs136,3,0,1.0,0.3,general
recharge pe talktime,3,0,1.0,0.3,general
recharge rs47,3,0,1.0,0.3,general
recharge rs75,3,0,1.0,0.3,general
recharge rs99,3,0,1.0,0.3,general
recommends logix,3,0,1.0,0.3,general
recommends logix blossom,3,0,1.0,0.3,general
redefined,3,0,1.0,0.3,general
refer,3,0,1.0,0.3,general
reference number,3,0,1.0,0.3,general
releasing limited,3,0,1.0,0.3,general
releasing limited golf,3,0,1.0,0.3,general
rental camcorder,3,0,1.0,0.3,general
rentals,3,0,1.0,0.3,general
rentl,3,0,1.0,0.3,general
replies free,3,0,1.0,0.3,general
reply 08000930705 delivery,3,0,1.0,0.3,general
reply delivery tomorrow,3,0,1.0,0.3,general
reply end,3,0,1.0,0.3,general
reply hl,3,0,1.0,0.3,general
reply offer video,3,0,1.0,0.3,general
reply real,3,0,1.0,0.3,general
reply sms,3,0,1.0,0.3,general
reply video,3,0,1.0,0.3,general
reply video clip,3,0,1.0,0.3,technical
reply win,3,0,1.0,0.3,general
resi comm,3,0,1.0,0.3,general
residential plot,3,0,1.0,0.3,general
retail shop,3,0,1.0,0.3,general
revisng soon,3,0,1.0,0.3,general
revisng soon supertech,3,0,1.0,0.3,general
road gurgaon,3,0,1.0,0.3,general
rockstar,3,0,1.0,0.3,general
royale,3,0,1.0,0.3,general
rs 1000,3,0,1.0,0.3,general
rs 1050,3,0,1.0,0.3,general
rs 1050 free,3,0,1.0,0.3,general
rs 13 99,3,0,1.0,0.3,general
rs 149,3,0,1.0,0.3,general
rs 15,3,0,1.0,0.3,general
rs 16 29,3,0,1.0,0.3,general
rs 165,3,0,1.0,0.3,general
rs 17,3,0,1.0,0.3,general
rs 2000,3,0,1.0,0.3,general
rs 399,3,0,1.0,0.3,general
rs 499,3,0,1.0,0.3,general
rs 50,3,0,1.0,0.3,general
rs 500,3,0,1.0,0.3,general
rs 799,3,0,1.0,0.3,general
rs 99,3,0,1.0,0.3,general
rs min,3,0,1.0,0.3,general
rs10 10,3,0,1.0,0.3,general
rs10 10 din,3,0,1.0,0.3,general
rs136,3,0,1.0,0.3,general
rs136 71,3,0,1.0,0.3,general
rs136 71 aur,3,0,1.0,0.3,general
rs153,3,0,1.0,0.3,general
rs153 ke,3,0,1.0,0.3,general
rs153 ke recharge,3,0,1.0,0.3,general
rs17,3,0,1.0,0.3,general
rs25 ka,3,0,1.0,0.3,general
rs25 ka talktime,3,0,1.0,0.3,general
rs30 month,3,0,1.0,0.3,general
rs444 ka,3,0,1.0,0.3,general
rs444 ka talktime,3,0,1.0,0.3,general
rs444 ke,3,0,1.0,0.3,general
rs444 ke recharge,3,0,1.0,0.3,general
rs47,3,0,1.0,0.3,general
rs499,3,0,1.0,0.3,general
rs499 handling,3,0,1.0,0.3,general
rs499 handling charges,3,0,1.0,0.3,general
sabhi calls,3,0,1.0,0.3,general
sabhi calls ke,3,0,1.0,0.3,general
sae cs po,3,0,1.0,0.3,general
sakta hai,3,0,1.0,0.3,general
sales finance,3,0,1.0,0.3,general
sales finance media,3,0,1.0,0.3,general
samay,3,0,1.0,0.3,general
sample,3,0,1.0,0.3,general
sanskriti,3,0,1.0,0.3,general
sanskriti bhk,3,0,1.0,0.3,general
sanskriti bhk premium,3,0,1.0,0.3,general
save settings receive,3,0,1.0,0.3,general
save upto 40,3,0,1.0,0.3,general
saver govt,3,0,1.0,0.3,general
saver govt lab,3,0,1.0,0.3,general
saving,3,0,1.0,0.3,general
scott,3,0,1.0,0.3,general
sdm,3,0,1.0,0.3,general
se aur,3,0,1.0,0.3,general
seats available,3,0,1.0,0.3,general
sec 137,3,0,1.0,0.3,general
sec 137 noida,3,0,1.0,0.3,general
sec 37,3,0,1.0,0.3,general
sec 70,3,0,1.0,0.3,general
sec143,3,0,1.0,0.3,general
sec143 noida,3,0,1.0,0.3,general
sec143 noida way,3,0,1.0,0.3,general
sec74,3,0,1.0,0.3,general
sec74 noida,3,0,1.0,0.3,general
sec74 noida bhk,3,0,1.0,0.3,general
send 86688,3,0,1.0,0.3,general
send 86688 150p,3,0,1.0,0.3,general
send nokia,3,0,1.0,0.3,general
send word,3,0,1.0,0.3,general
service contact,3,0,1.0,0.3,general
service contact guess,3,0,1.0,0.3,general
service entered,3,0,1.0,0.3,general
service entered phone,3,0,1.0,0.3,general
service know,3,0,1.0,0.3,urgency
services inclusive,3,0,1.0,0.3,general
services inclusive text,3,0,1.0,0.3,general
services pls,3,0,1.0,0.3,general
services pls save,3,0,1.0,0.3,general
settings receive visit,3,0,1.0,0.3,general
sf 27,3,0,1.0,0.3,general
sf 27 lac,3,0,1.0,0.3,general
shows 786,3,0,1.0,0.3,general
shows 786 unredeemed,3,0,1.0,0.3,general
shows won 1000,3,0,1.0,0.3,general
shows won 2000,3,0,1.0,0.3,general
silver titan,3,0,1.0,0.3,general
sk38xh cost,3,0,1.0,0.3,general
sk38xh cost 50,3,0,1.0,0.3,general
skilgme,3,0,1.0,0.3,general
sms 10,3,0,1.0,0.3,general
sms alert,3,0,1.0,0.3,general
sms auction,3,0,1.0,0.3,general
sms free,3,0,1.0,0.3,general
sms icc,3,0,1.0,0.3,general
sms icf,3,0,1.0,0.3,general
sms join,3,0,1.0,0.3,general
sms pack,3,0,1.0,0.3,general
sms past 55352,3,0,1.0,0.3,general
sms pd,3,0,1.0,0.3,general
sms pd 56070,3,0,1.0,0.3,general
sms services inclusive,3,0,1.0,0.3,general
sms twch,3,0,1.0,0.3,general
sms wa,3,0,1.0,0.3,general
sms wa 56677,3,0,1.0,0.3,general
sol holiday 5000,3,0,1.0,0.3,general
sold days,3,0,1.0,0.3,general
sold days unitech,3,0,1.0,0.3,general
song ur,3,0,1.0,0.3,general
song ur mob,3,0,1.0,0.3,general
sony dvd,3,0,1.0,0.3,general
soon supertech,3,0,1.0,0.3,general
soon supertech presnts,3,0,1.0,0.3,general
spa,3,0,1.0,0.3,general
spl offer,3,0,1.0,0.3,general
start 81151,3,0,1.0,0.3,general
start 81151 4t,3,0,1.0,0.3,general
starting bsp,3,0,1.0,0.3,general
std 50p,3,0,1.0,0.3,general
std 50p min,3,0,1.0,0.3,general
std talktime,3,0,1.0,0.3,general
std txt,3,0,1.0,0.3,general
std txt rate,3,0,1.0,0.3,general
stn,3,0,1.0,0.3,general
stockport,3,0,1.0,0.3,general
stockport sk38xh,3,0,1.0,0.3,general
stockport sk38xh cost,3,0,1.0,0.3,general
stop 50,3,0,1.0,0.3,general
stop sms,3,0,1.0,0.3,general
stop txt stop,3,0,1.0,0.3,general
store 88039,3,0,1.0,0.3,general
store 88039 skilgme,3,0,1.0,0.3,general
sub 16,3,0,1.0,0.3,general
submit resume,3,0,1.0,0.3,general
subscribed,3,0,1.0,0.3,general
summer collection,3,0,1.0,0.3,general
sunglasses,3,0,1.0,0.3,general
sunshine quiz,3,0,1.0,0.3,general
superhit,3,0,1.0,0.3,general
supertch holiday village,3,0,1.0,0.3,general
supertech presnts 2nd,3,0,1.0,0.3,general
sweatshirts,3,0,1.0,0.3,general
talktime rs444,3,0,1.0,0.3,general
talktime rs444 ke,3,0,1.0,0.3,general
tariff validity,3,0,1.0,0.3,general
tariffs latest,3,0,1.0,0.3,general
tc biz,3,0,1.0,0.3,general
tc biz 2optout,3,0,1.0,0.3,general
tcr,3,0,1.0,0.3,general
tcr w1,3,0,1.0,0.3,general
tea ph 9311304872,3,0,1.0,0.3,general
tell ur m8s,3,0,1.0,0.3,general
terms conditions,3,0,1.0,0.3,general
tested,3,0,1.0,0.3,general
tested rs,3,0,1.0,0.3,general
tested rs 1050,3,0,1.0,0.3,general
text camcorder,3,0,1.0,0.3,general
text camcorder reply,3,0,1.0,0.3,general
text yes 85023,3,0,1.0,0.3,general
textcomp,3,0,1.0,0.3,general
textoperator,3,0,1.0,0.3,general
texts 08712460324 10p,3,0,1.0,0.3,general
texts 08712460324 nat,3,0,1.0,0.3,general
thailand,3,0,1.0,0.3,general
thanks good,3,0,1.0,0.3,general
thanks good friend,3,0,1.0,0.3,general
thomas,3,0,1.0,0.3,general
thomas scott,3,0,1.0,0.3,general
time income,3,0,1.0,0.3,general
titan,3,0,1.0,0.3,general
toclaim,3,0,1.0,0.3,general
toclaim sae,3,0,1.0,0.3,general
today www,3,0,1.0,0.3,urgency
today www tc,3,0,1.0,0.3,urgency
tone charity,3,0,1.0,0.3,general
tone charity 8007,3,0,1.0,0.3,general
tone free,3,0,1.0,0.3,general
tone txt,3,0,1.0,0.3,general
tonight want,3,0,1.0,0.3,general
town sec74,3,0,1.0,0.3,general
town sec74 noida,3,0,1.0,0.3,general
track night,3,0,1.0,0.3,general
track night safari,3,0,1.0,0.3,general
trailer,3,0,1.0,0.3,general
trainings,3,0,1.0,0.3,general
treatment,3,0,1.0,0.3,general
tried reply,3,0,1.0,0.3,general
tried reply sms,3,0,1.0,0.3,general
tunes,3,0,1.0,0.3,general
twch,3,0,1.0,0.3,general
twilight saga,3,0,1.0,0.3,general
txt nokia 8007,3,0,1.0,0.3,general
txt nokia 89545,3,0,1.0,0.3,general
txt pod,3,0,1.0,0.3,general
txt rate,3,0,1.0,0.3,general
txt rate apply,3,0,1.0,0.3,general
txt tone,3,0,1.0,0.3,general
txt tone charity,3,0,1.0,0.3,general
txt ur,3,0,1.0,0.3,general
txt word collect,3,0,1.0,0.3,general
txt word start,3,0,1.0,0.3,general
txtauction txt,3,0,1.0,0.3,general
txtauction txt word,3,0,1.0,0.3,general
txts orange,3,0,1.0,0.3,general
uk largest,3,0,1.0,0.3,general
uk largest dogging,3,0,1.0,0.3,general
uk pobox,3,0,1.0,0.3,general
uk pobox 36504,3,0,1.0,0.3,general
uks,3,0,1.0,0.3,general
ultimate,3,0,1.0,0.3,general
ultra,3,0,1.0,0.3,general
unitech offers,3,0,1.0,0.3,general
unitech offers bhk,3,0,1.0,0.3,general
units left,3,0,1.0,0.3,general
units sold,3,0,1.0,0.3,general
units sold days,3,0,1.0,0.3,general
unlimited free,3,0,1.0,0.3,general
unlimited text camcorder,3,0,1.0,0.3,general
unlimited validity,3,0,1.0,0.3,general
unlimited validity recharge,3,0,1.0,0.3,general
unredeemed,3,0,1.0,0.3,general
unsub stop,3,0,1.0,0.3,general
update latest colour,3,0,1.0,0.3,general
upto 40 electricity,3,0,1.0,0.3,general
upto rs,3,0,1.0,0.3,general
ur area,3,0,1.0,0.3,general
ur award,3,0,1.0,0.3,general
