text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,0,10.3153,0.0,0.0,0.0,0.0,0.0,"ts, ft, offer, ac, specially, ke, app, pe, al, sp, special, weekend, month, week, end, gr"
lol no u can trust me,0,0.0,0.0,0.0,0.0,0.0,0.0,
ok i am a gentleman and will treat you with dignity and respect,0,1.2111,0.0,0.0,0.0,0.0,0.0,"pe, sp"
he will you guys close,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
going on nothing great bye,0,0.3,0.0,0.0,0.0,0.0,0.0,gr
hello handsome are you finding that job not being lazy working towards getting back that net for mummy where s my boytoy now does he miss me,0,3.7129,0.0,0.0,0.0,0.0,0.0,"ac, net, din, rd, tt, ki, job"
haha awesome be there in a minute,0,1.2892,0.0,0.0,0.0,0.0,0.0,"min, minute"
please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,1,31.5508,0.0,0.0,0.0,0.0,0.0,"prize, guaranteed, 5000, 1000 cash, ree, customer service, guarantee, 08, 000, service, 500, 14, 100, 45, 1000, 80, 50, cash, ph, free"
have you got xmas radio times if not i will get it now,0,0.5833,0.0,0.0,0.0,0.0,0.0,xmas
i jus reached home i go bathe first but my sis using net tell u when she finishes k,0,2.7887,0.0,0.0,0.0,0.0,0.0,"ac, rs, net, using"
are you unique enough find out from 30th august www areyouunique co uk,1,3.7074,0.0,0.0,0.0,0.0,0.0,"www, uk, 30, aug, august, unique"
i m sorry i ve joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,0,7.1833,0.0,0.0,0.0,0.0,0.0,"rs, ke, pl, join, pe, cost, deal, al, league, week, end, gr"
hi finally i completed the course,0,5.8168,0.0,0.0,0.0,0.0,0.0,"rs, final, comp, com, pl, course, al, se"
it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0,3.5748,0.0,0.0,0.0,0.0,0.0,"ts, rs, stop, ab, se"
how are you doing hope you ve settled in for the new school year just wishin you a gr8 day,0,2.877,0.0,0.0,0.0,0.0,0.0,"pe, new, tt, se, year, gr"
gud mrng dear hav a nice day,0,0.3522,0.0,0.0,0.0,0.0,0.0,mr
did u got that persons story,0,1.9295,0.0,0.0,0.0,0.0,0.0,"rs, pe, ons"
is your hamster dead hey so tmr i meet you at 1pm orchard mrt,0,3.0833,0.0,0.0,0.0,0.0,0.0,"har, ms, pm, rd, mr"
hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,0,5.8914,0.0,0.0,0.0,0.0,0.0,"ts, txt, ac, row, pe, ka, ab, se"
found it enc lt gt where you at,0,0.0,0.0,0.0,0.0,0.0,0.0,
i sent you lt gt bucks,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0,1.5466,0.0,0.0,0.0,0.0,0.0,"txt, ka"
your account has been refilled successfully by inr lt decimal gt your keralacircle prepaid account balance is rs lt decimal gt your transaction id is kr lt gt,0,9.3451,0.0,0.0,0.0,0.0,0.0,"lac, ac, rs, action, ke, balance, fully, account, cc, sf, al, ref, nr, pre"
goodmorning sleeping ga,0,0.0,0.0,0.0,0.0,0.0,0.0,
u call me alter at 11 ok,0,1.2318,0.0,0.0,0.0,0.0,0.0,"11, al"
say until like dat i dun buy ericsson oso cannot oredi lar,0,2.1142,0.0,0.0,0.0,0.0,0.0,"cs, ke, buy"
aight yo dats straight dogg,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
you please give us connection today itself before lt decimal gt or refund the bill,0,4.3924,0.0,0.0,0.0,0.0,0.0,"ts, pl, al, ref, connection, se, fun, bil"
both i shoot big loads so get ready,0,0.3091,0.0,0.0,0.0,0.0,0.0,ready
what s up bruv hope you had a great break do have a rewarding semester,0,3.1764,0.0,0.0,0.0,0.0,0.0,"reward, pe, din, rd, se, gr"
home so we can always chat,0,1.2546,0.0,0.0,0.0,0.0,0.0,"chat, al"
k k good study well,0,0.0,0.0,0.0,0.0,0.0,0.0,
yup how noe leh,0,0.0,0.0,0.0,0.0,0.0,0.0,
sounds great are you home now,0,0.3,0.0,0.0,0.0,0.0,0.0,gr
finally the match heading towards draw as your prediction,0,5.1918,0.0,0.0,0.0,0.0,0.0,"draw, final, match, din, al, rd, dr, pre, tc"
tired i haven t slept well the past few nights,0,1.6765,0.0,0.0,0.0,0.0,0.0,"ts, past"
easy ah sen got selected means its good,0,3.2207,0.0,0.0,0.0,0.0,0.0,"ts, selected, easy, se, select"
i have to take exam with march 3,0,1.8473,0.0,0.0,0.0,0.0,0.0,"ke, tak, mar"
yeah you should i think you can use your gt atm now to register not sure but if there s anyway i can help let me know but when you do be sure you are ready,0,1.8524,0.0,0.0,0.0,0.0,0.0,"register, se, ready, ist"
ok no prob take ur time,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
there is os called ubandu which will run without installing in hard disk you can use that os to copy the important files in system and give it to repair shop,0,3.9234,0.0,0.0,0.0,0.0,0.0,"po, har, al, rd, se, shop, important"
u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,0,3.3921,0.0,0.0,0.0,0.0,0.0,"rs, app, course, pe, se"
500 new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18,1,29.7499,0.0,0.0,0.0,0.0,0.0,"04, opt, 08, mobiles, txt nokia, www, 18, 500, nokia, 45, txt, 50, 200, mobile, rs, mob, ms, 70, collect, 00"
would really appreciate if you call me just need someone to talk to,0,1.9883,0.0,0.0,0.0,0.0,0.0,"app, al, real, pre"
will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries,1,7.4509,0.0,0.0,0.0,0.0,0.0,"ree, txt, career, free, star, par, low, dream, dr, partner, followed"
hey company elama po mudyadhu,0,2.8752,0.0,0.0,0.0,0.0,0.0,"po, comp, com, pan"
life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,0,3.8688,0.0,0.0,0.0,0.0,0.0,"ts, ac, rs, app, ons"
dear good morning now only i am up,0,0.0,0.0,0.0,0.0,0.0,0.0,
get down in gandhipuram and walk to cross cut road right side lt gt street road and turn at first right,0,3.4912,0.0,0.0,0.0,0.0,0.3273,"ree, rs, road, al, ip"
dear we are going to our rubber place,0,2.5862,0.0,0.0,0.0,0.0,0.0,"lac, ac, pl"
sorry battery died yeah i m here,0,0.4923,0.0,0.0,0.0,0.0,0.0,tt
yes here tv is always available in work place,0,6.2697,0.0,0.0,0.0,0.0,0.0,"avail, lac, ac, pl, available, ab, al, tv, yes"
text meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name age eg sam 25 18 msg recd thirtyeight pence,1,13.1735,0.0,0.0,0.0,0.0,0.0,"10p, ts, 18, cd, ms, reply, pl, 25, 10, join, pe, age, sexy, text, date, sex, se, msg, ext"
i have printed it oh so lt gt come upstairs,0,1.6726,0.0,0.0,0.0,0.0,0.0,"rs, com"
or ill be a little closer like at the bus stop on the same street,0,3.4311,0.0,0.0,0.0,0.0,0.0,"ree, ke, stop, tt, se"
where are you when wil you reach here,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,0,5.7588,0.0,0.0,0.0,0.0,0.0,"rs, win, pe, new, men, al, ur friends, se, ki, end"
u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597,1,18.3774,0.0,0.0,0.0,0.0,0.0,"31, 45, 80, reveal, sec, ac, contact, ke, 25, admirer, secret admirer, pe, secret, 23, make contact, thinks ur, al, sp, special, 12"
tomarrow final hearing on my laptop case so i cant,0,3.5176,0.0,0.0,0.0,0.0,0.0,"final, row, laptop, al, se, mar"
pleassssssseeeeee tel me v avent done sportsx,0,4.9025,0.0,0.0,0.0,0.0,0.0,"ts, po, pl, sports, sp, sport, se"
okay no no just shining on that was meant to be signing but that sounds better,0,1.1375,0.0,0.0,0.0,0.0,0.0,"ka, tt"
although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u thanx 4 everything dat u ve done today i m touched,0,3.2393,0.0,0.0,0.0,0.0,0.0,"ac, ke, al, real, watch, tc"
u don t remember that old commercial,0,2.9457,0.0,0.0,0.0,0.0,0.0,"member, com, al, comm, commercial"
too late i said i have the website i didn t i have or dont have the slippers,0,2.3568,0.0,0.0,0.0,0.0,0.3273,"rs, pe, web, ip"
i asked you to call him now ok,0,1.3375,0.0,0.0,0.0,0.0,0.0,"ke, al"
kallis wont bat in 2nd innings,0,2.6731,0.0,0.0,0.0,0.0,0.0,"won, 2nd, ka, al"
it didnt work again oh ok goodnight then i ll fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,0,1.5444,0.0,0.0,0.0,0.0,0.0,"ke, se, ready"
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs www ldew com1win150ppmx3age16,1,51.8434,0.0,0.0,0.0,0.0,0.0,"150p, guaranteed, cs, awarded, 150ppm, tnc, 150, vouchers, free entry, ree, 50p, guarantee, ur awarded, 87066, www, music, award, entry, voucher, 500"
ranjith cal drpd deeraj and deepak 5min hold,0,2.1851,0.0,0.0,0.0,0.0,0.0,"min, al, ji, dr"
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0,5.012,0.0,0.0,0.0,0.0,0.0,"win, ms, ke, tak, ab, tt, se, gr"
what you doing how are you,0,0.0,0.0,0.0,0.0,0.0,0.0,
ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0,8.4905,0.0,0.0,0.0,0.0,0.3273,"ts, po, comp, com, ke, tak, wk, al, sp, days, week, pan, ip"
i m back lemme know when you re ready,0,1.1787,0.0,0.0,0.0,0.0,0.0,"ac, ready"
don t necessarily expect it to be done before you get back though because i m just now headin out,0,3.4537,0.0,0.0,0.0,0.0,0.0,"exp, ac, pe, din, se"
mmm so yummy babe nice jolt to the suzy,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
where are you lover i need you,0,0.0,0.0,0.0,0.0,0.0,0.0,
we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now,1,36.7669,0.0,0.0,0.0,0.0,0.0,"750, 800, 08000930705, camcorder, 08, camcorder reply, 000, video, offer, unlimited, 0800, 750 anytime, 80, anytime network, 50, network, limited, ac, contact, 70"
i m parked next to a mini when are you coming in today do you think,0,3.8533,0.0,0.0,0.0,0.0,0.0,"com, ke, min, par, park, ext"
anyway i m going shopping on my own now cos my sis not done yet dun disturb u liao,0,1.5374,0.0,0.0,0.0,0.0,0.0,"opp, shop, shopping, ist"
my no in luton 0125698789 ring me if ur around h,0,2.7422,0.0,0.0,0.0,0.0,0.0,"25, 69, 12, 01, 78, 98"
hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,18.5048,0.0,0.0,0.0,0.0,0.0,"150p, unsubscribe, 150, charged, 50p, subscribe, text stop, 50, 15, har, ke, chat, stop, hot, horny, 69, text, charge, pm, al"
why you dint come with us,0,1.3839,0.0,0.0,0.0,0.0,0.0,"com, din"
same wana plan a trip sometme then,0,1.728,0.0,0.0,0.0,0.0,0.6388,"pl, ip, ana, trip"
not sure yet still trying to get a hold of him,0,0.7806,0.0,0.0,0.0,0.0,0.0,"till, trying"
ur ringtone service has changed 25 free credits go to club4mobiles com to choose content now stop txt club stop to 87070 150p wk club4 po box1146 mk45 2wt,1,29.1908,0.0,1.4818,0.0,0.0,0.0,"150p, tone, ringtone, po box, 150, ree, 50p, mobiles, ts, service, club, content, 14, 45, txt, 50, mobile, 15, po, mob"
the evo i just had to download flash jealous,0,1.2598,0.0,0.0,0.0,0.0,0.0,"download, al"
ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,1,16.4885,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, ree, ur mob, ur mobile, uk, club, mobile, ac, har, mob, free, choose, singles, age, charge, al, quality, se, week"
come to mu we re sorting out our narcotics situation,0,1.8098,0.0,0.0,0.0,0.0,0.0,"cs, com"
night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,0,4.2257,0.0,0.0,0.0,0.0,0.0,"com, ke, pe, al, sp, special, end"
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www 100percent real com,1,22.3563,0.0,0.0,0.0,0.0,0.0,"bonus, vouchers, 86688, www, voucher, 500, 100, 50, pounds, rs, po, com, info, pl, won, 00, 10, 500 pounds, pe, play"
usf i guess might as well take 1 car,0,2.444,0.0,0.0,0.0,0.0,0.0,"ke, tak, sf, guess"
no objection my bf not coming,0,1.5727,0.0,0.0,0.0,0.0,0.0,"com, min"
thanx,0,0.0,0.0,0.0,0.0,0.0,0.0,
tell rob to mack his gf in the theater,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
awesome i ll see you in a bit,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
just sent it so what type of food do you like,0,1.902,0.0,0.0,0.0,0.0,0.0,"ke, pe, se"
all done all handed in celebrations in full swing yet,0,2.0961,0.0,0.0,0.0,0.0,0.0,"win, al, ons, celeb"
you got called a tool,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keep in touch gdeve,0,3.9511,0.0,0.0,0.0,0.0,0.0,"rs, ke, pe, al, sp, special"
ok i asked for money how far,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
okie,0,0.3485,0.0,0.0,0.0,0.0,0.0,ki
yeah i think my usual guy s still passed out from last night if you get ahold of anybody let me know and i ll throw down,0,2.2671,0.0,0.0,0.0,0.0,0.0,"row, al, till, se"
k i might come by tonight then if my class lets out early,0,1.8098,0.0,0.0,0.0,0.0,0.0,"ts, com"
hi baby im cruisin with my girl friend what r u up 2 give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,2.4383,0.0,0.0,0.0,0.0,0.0,"ts, ab, al, end"
my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0,3.8848,0.0,0.0,0.0,0.0,0.0,"pl, calls, pe, al, se, world, end"
dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense,0,6.1653,0.0,0.0,0.0,0.0,0.0,"ree, uk, update, ka, date, al, looking, se, real, ki"
hey you told your name to gautham ah,0,0.0,0.0,0.0,0.0,0.0,0.0,
haf u found him i feel so stupid da v cam was working,0,0.8485,0.0,0.0,0.0,0.0,0.0,"fee, ki"
oops 4 got that bit,0,0.0,0.0,0.0,0.0,0.0,0.0,
are you this much buzy,0,0.0,0.0,0.0,0.0,0.0,0.0,
i accidentally deleted the message resend please,0,5.7082,0.0,0.0,0.0,0.0,0.0,"ac, pl, del, age, cc, al, se, message, send, end"
t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on 0845 021 3680 offer ends 28thfeb t c s apply,1,25.3366,0.0,0.0,0.0,0.0,0.0,"claim, appl, ree, 08, apply, offer, 45, 02, 80, camera, mobile, ph, mob, free, 28, pl, customer, app, feb, loyalty"
unless it s a situation where you go gurl would be more appropriate,0,0.7364,0.0,0.0,0.0,0.0,0.0,app
hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0,2.6321,0.0,0.0,0.0,0.0,0.0,"ke, pl, se, end, gr"
i cant pick the phone right now pls send a message,0,4.9413,0.0,0.0,0.0,0.0,0.0,"ph, pl, pic, age, se, phone, message, send, end"
need a coffee run tomo can t believe it s that time of week already,0,1.7706,0.0,0.0,0.0,0.0,0.0,"al, fee, week, ready"
awesome i remember the last time we got somebody high for the first time with diesel v,0,2.7865,0.0,0.0,0.0,0.0,0.0,"rs, member, high, se"
shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,0,4.9656,0.0,0.0,0.0,0.0,0.0,"sec, tax, eco, save, al, se, real, ki"
oh and by the way you do have more food in your fridge want to go out for a meal tonight,0,0.9455,0.0,0.0,0.0,0.0,0.0,"al, rid"
he is a womdarfull actor,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
sms ac blind date 4u rodds1 is 21 m from aberdeen united kingdom check him out sms ac w icmb3cktz8r7 4 no blind dates send hide,1,7.1406,0.0,0.0,0.0,0.0,0.0,"sms ac, sms, ac, ms, date, ab, rd, se, 21, send, ki, end"
yup from what i remb i think should be can book,0,0.5686,0.0,0.0,0.0,0.0,0.0,book
jos ask if u wana meet up,0,0.32,0.0,0.0,0.0,0.0,0.0,ana
lol yes our friendship is hanging on a thread cause u won t buy stuff,0,3.0799,0.0,0.0,0.0,0.0,0.3273,"won, ur friends, se, yes, end, ip, buy"
themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to 82468,1,18.5128,0.0,0.0,0.0,0.0,0.3273,"24, tone, tones, ur mob, ur mobile, wap, content, games, mobile, po, mob, ke, new, text, ab, sp, west, sport, themob, game"
where are the garage keys they aren t on the bookshelf,0,2.0273,0.0,0.0,0.0,0.0,0.0,"ke, age, book"
today is accept day u accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0,4.1833,0.0,0.0,0.0,0.0,0.0,"ac, pl, par, cc, best, nr, ist"
think ur smart win 200 this week in our weekly quiz text play to 85222 now t cs winnersclub po box 84 m26 3uz 16 gbp1 50 week,1,20.2362,0.0,0.0,0.0,0.0,0.0,"cs, po box, weekly, 85, club, 16, winner, quiz, 50, 200, rs, po, win, box, pl, 00, 20, 26, text, play"
he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week,0,1.6113,0.0,0.0,0.0,0.0,0.0,"al, week, end, buy"
hi the way i was with u 2day is the normal way this is the real me ur unique i hope i know u 4 the rest of mylife hope u find wot was lost,0,1.9111,0.0,0.0,0.0,0.0,0.0,"pe, al, real, unique"
you made my day do have a great day too,0,0.3,0.0,0.0,0.0,0.0,0.0,gr
